country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","12-09-2025 14:00:00",22.4310,75.5213,PM10,68,109,93
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","12-09-2025 14:00:00",22.4310,75.5213,NH3,6,8,7
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","12-09-2025 14:00:00",14.816666,74.141003,NH3,1,2,1
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","12-09-2025 14:00:00",12.21041,76.37376,PM2.5,13,57,22
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-09-2025 14:00:00",18.1023399,73.4783687,PM2.5,25,72,36
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-09-2025 14:00:00",18.1023399,73.4783687,NH3,3,8,5
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-09-2025 14:00:00",18.1023399,73.4783687,CO,28,57,34
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-09-2025 14:00:00",18.1023399,73.4783687,OZONE,16,53,23
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","12-09-2025 14:00:00",20.555712,74.529236,PM2.5,37,78,52
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","12-09-2025 14:00:00",20.555712,74.529236,CO,24,44,25
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-09-2025 14:00:00",19.296481,72.840923,NH3,1,3,2
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-09-2025 14:00:00",19.296481,72.840923,OZONE,1,30,10
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","12-09-2025 14:00:00",21.001264,75.565602,OZONE,16,53,24
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","12-09-2025 14:00:00",19.854616,75.905894,PM10,48,97,71
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","12-09-2025 14:00:00",19.854616,75.905894,SO2,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","12-09-2025 14:00:00",19.25292,73.142019,SO2,6,11,8
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","12-09-2025 14:00:00",16.6870449,74.2505872,NH3,7,8,7
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","12-09-2025 14:00:00",16.7143745,74.2426398,NO2,NA,NA,NA
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-09-2025 14:00:00",22.624758,75.675238,NH3,3,3,3
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","12-09-2025 14:00:00",23.331731,75.045981,NO2,34,36,35
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","12-09-2025 14:00:00",23.838586,78.759431,NH3,1,1,1
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","12-09-2025 14:00:00",24.108970,82.645580,NO2,17,21,19
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","12-09-2025 14:00:00",24.108970,82.645580,OZONE,11,41,24
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","12-09-2025 14:00:00",19.863756,75.321188,SO2,7,27,18
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","12-09-2025 14:00:00",19.863756,75.321188,CO,16,36,17
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-09-2025 14:00:00",19.16485,73.23409,CO,26,41,31
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","12-09-2025 14:00:00",19.0243902,73.0406721,NH3,1,6,4
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","12-09-2025 14:00:00",19.309073,73.057223,PM2.5,25,72,44
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","12-09-2025 14:00:00",23.168606,79.932247,PM10,12,78,36
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","12-09-2025 14:00:00",23.168606,79.932247,NO2,17,42,29
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","12-09-2025 14:00:00",23.168606,79.932247,NH3,1,2,1
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","12-09-2025 14:00:00",23.218135,79.957770,PM2.5,7,55,25
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","12-09-2025 14:00:00",23.108440,77.511428,NH3,2,3,3
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","12-09-2025 14:00:00",23.108440,77.511428,OZONE,21,64,43
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","12-09-2025 14:00:00",19.065931,72.862131,CO,6,24,16
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","12-09-2025 14:00:00",19.23241,72.86895,PM10,45,95,69
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.2243333,72.8658113,OZONE,3,25,8
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-09-2025 14:00:00",18.9767,72.8380,NH3,2,11,4
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","12-09-2025 14:00:00",19.786089,72.757971,PM2.5,4,85,45
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","12-09-2025 14:00:00",19.9775302,79.2337086,NO2,2,4,3
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","12-09-2025 14:00:00",19.9775302,79.2337086,CO,35,48,45
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","12-09-2025 14:00:00",20.918946,74.776388,PM10,46,120,75
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","12-09-2025 14:00:00",22.4310,75.5213,CO,12,45,22
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","12-09-2025 14:00:00",22.7524,75.8872,CO,13,22,21
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","12-09-2025 14:00:00",22.6780,75.8559,PM2.5,26,46,33
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","12-09-2025 14:00:00",22.7084,75.8815,SO2,32,44,37
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","12-09-2025 14:00:00",19.10122,74.73339,SO2,5,68,25
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","12-09-2025 14:00:00",20.719516,77.000253,SO2,1,11,8
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","12-09-2025 14:00:00",21.121801,79.04952,PM10,26,65,38
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","12-09-2025 14:00:00",21.121801,79.04952,NH3,2,4,2
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","12-09-2025 14:00:00",21.14472,79.107595,PM2.5,15,43,29
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","12-09-2025 14:00:00",21.14472,79.107595,PM10,19,57,37
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","12-09-2025 14:00:00",21.14472,79.107595,SO2,14,40,25
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","12-09-2025 14:00:00",21.14472,79.107595,OZONE,1,16,10
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","12-09-2025 14:00:00",21.152875,79.0517531,PM10,14,53,34
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","12-09-2025 14:00:00",21.152875,79.0517531,NO2,4,34,17
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","12-09-2025 14:00:00",21.152875,79.0517531,NH3,2,3,2
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","12-09-2025 14:00:00",19.0863,72.8888,SO2,36,37,37
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","12-09-2025 14:00:00",19.19709,72.82204,NO2,28,56,41
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","12-09-2025 14:00:00",18.96702,72.84214,PM2.5,17,57,30
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","12-09-2025 14:00:00",18.96702,72.84214,SO2,1,4,2
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","12-09-2025 14:00:00",18.96702,72.84214,CO,22,66,43
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","12-09-2025 14:00:00",19.1878657,72.8304069,CO,30,31,30
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","12-09-2025 14:00:00",19.1878657,72.8304069,OZONE,29,32,30
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","12-09-2025 14:00:00",19.1750,72.9419,NO2,12,12,12
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","12-09-2025 14:00:00",19.11074,72.86084,SO2,2,17,8
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","12-09-2025 14:00:00",19.10078,72.87462,SO2,20,21,20
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","12-09-2025 14:00:00",19.10078,72.87462,CO,24,28,27
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","12-09-2025 14:00:00",18.910000,72.820000,NH3,3,3,3
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-09-2025 14:00:00",19.04946,72.9230,PM10,70,118,91
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-09-2025 14:00:00",19.04946,72.9230,SO2,2,5,3
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","12-09-2025 14:00:00",19.083694,72.920967,PM10,31,66,48
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.02579,73.10297,PM2.5,47,104,67
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.02579,73.10297,NO2,11,99,32
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0630,73.1209,PM2.5,34,94,58
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0630,73.1209,PM10,57,108,77
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","12-09-2025 14:00:00",19.265594,76.761463,PM2.5,20,54,34
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","12-09-2025 14:00:00",19.265594,76.761463,PM10,19,92,57
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","12-09-2025 14:00:00",19.265594,76.761463,SO2,2,4,2
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","12-09-2025 14:00:00",18.614767,73.799516,PM2.5,16,64,36
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","12-09-2025 14:00:00",18.616318,73.765797,NO2,12,37,20
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","12-09-2025 14:00:00",18.616318,73.765797,SO2,1,3,2
India,Maharashtra,Pune,"Bhosari, Pune - IITM","12-09-2025 14:00:00",18.640051,73.848956,NO2,18,45,28
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","12-09-2025 14:00:00",18.605770,73.749976,OZONE,3,56,13
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","12-09-2025 14:00:00",18.459883,73.852193,CO,4,4,4
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","12-09-2025 14:00:00",21.152875,79.0517531,CO,9,88,18
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-09-2025 14:00:00",21.143383,79.048912,NH3,3,4,3
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","12-09-2025 14:00:00",19.173852,77.296291,PM10,42,61,51
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","12-09-2025 14:00:00",19.173852,77.296291,NH3,3,5,4
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","12-09-2025 14:00:00",20.021503,73.813844,PM10,50,105,72
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","12-09-2025 14:00:00",19.950220,73.731480,CO,10,16,14
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.205800,72.868200,PM2.5,30,30,30
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.205800,72.868200,CO,14,22,19
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","12-09-2025 14:00:00",19.215859,72.831718,NO2,2,14,7
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","12-09-2025 14:00:00",19.0632143,72.8456324,OZONE,1,56,3
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","12-09-2025 14:00:00",19.1653323,72.922099,PM10,19,50,34
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","12-09-2025 14:00:00",19.9591346,73.7788008,CO,8,18,13
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.090337,73.014232,NO2,6,32,13
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.090337,73.014232,SO2,16,30,20
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0575752,73.0151367,SO2,14,21,17
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","12-09-2025 14:00:00",19.383200,72.820400,PM10,30,109,63
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","12-09-2025 14:00:00",31.620000,74.876512,PM2.5,55,77,58
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","12-09-2025 14:00:00",31.620000,74.876512,NO2,3,8,5
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","12-09-2025 14:00:00",30.233011,74.907758,SO2,2,33,14
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","12-09-2025 14:00:00",31.321907,75.578914,NH3,1,4,1
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","12-09-2025 14:00:00",31.321907,75.578914,SO2,13,15,13
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","12-09-2025 14:00:00",31.321907,75.578914,OZONE,46,53,49
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","12-09-2025 14:00:00","30.736056 ",76.209694,OZONE,29,34,32
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-09-2025 14:00:00",30.9028,75.8086,PM2.5,32,58,46
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-09-2025 14:00:00",30.9028,75.8086,SO2,4,9,8
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-09-2025 14:00:00",30.9028,75.8086,CO,14,29,26
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-09-2025 14:00:00",30.9028,75.8086,OZONE,27,62,38
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-09-2025 14:00:00",30.649961,76.331442,NH3,6,6,6
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-09-2025 14:00:00",30.649961,76.331442,CO,8,101,20
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-09-2025 14:00:00",30.649961,76.331442,OZONE,47,51,48
India,Punjab,Patiala,"Model Town, Patiala - PPCB","12-09-2025 14:00:00",30.349388,76.366642,NH3,6,7,6
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","12-09-2025 14:00:00",31.0325454,76.5623046,PM2.5,13,115,30
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","12-09-2025 14:00:00",31.0325454,76.5623046,PM10,15,113,32
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","12-09-2025 14:00:00",27.554793,76.611536,PM10,41,76,54
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","12-09-2025 14:00:00",27.554793,76.611536,NO2,48,167,63
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","12-09-2025 14:00:00",22.265816,86.174829,NH3,2,4,3
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","12-09-2025 14:00:00",22.18972222,84.86277778,PM10,56,62,58
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","12-09-2025 14:00:00",22.220833,84.809444,PM10,22,101,46
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","12-09-2025 14:00:00",22.220833,84.809444,NH3,2,4,3
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","12-09-2025 14:00:00",22.220833,84.809444,SO2,5,7,6
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","12-09-2025 14:00:00",21.869985,85.167016,CO,NA,NA,NA
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","12-09-2025 14:00:00",21.869985,85.167016,OZONE,NA,NA,NA
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","12-09-2025 14:00:00",18.454450,73.854155,OZONE,NA,NA,NA
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","12-09-2025 14:00:00",18.536457,73.805454,PM2.5,25,58,40
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","12-09-2025 14:00:00",18.547056,73.826908,SO2,2,5,4
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","12-09-2025 14:00:00",18.547056,73.826908,CO,5,39,37
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","12-09-2025 14:00:00",18.664282,73.763966,NO2,21,40,30
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","12-09-2025 14:00:00",18.664282,73.763966,CO,55,97,62
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","12-09-2025 14:00:00",19.222279,72.957979,NO2,1,11,6
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","12-09-2025 14:00:00",19.222279,72.957979,NH3,NA,NA,NA
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","12-09-2025 14:00:00",19.235581,73.159121,NH3,5,8,6
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","12-09-2025 14:00:00",19.4458210,72.7988231,NO2,4,29,16
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","12-09-2025 14:00:00",25.5586,91.8985,SO2,5,6,6
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","12-09-2025 14:00:00",21.941841,86.728318,OZONE,4,21,9
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","12-09-2025 14:00:00",20.34652,85.81630,PM2.5,15,40,28
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","12-09-2025 14:00:00",20.34652,85.81630,SO2,2,4,3
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","12-09-2025 14:00:00",22.06156703,85.47409613,PM10,47,115,81
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","12-09-2025 14:00:00",22.06156703,85.47409613,NO2,6,7,7
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","12-09-2025 14:00:00",17.6336264,75.9132495,OZONE,4,26,13
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","12-09-2025 14:00:00",17.65439,75.90649,NH3,2,14,6
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","12-09-2025 14:00:00",17.65439,75.90649,CO,10,96,22
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","12-09-2025 14:00:00",19.222279,72.957979,PM2.5,1,34,13
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","12-09-2025 14:00:00",20.94185,86.11510,SO2,1,3,2
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","12-09-2025 14:00:00",20.94185,86.11510,CO,12,28,18
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","12-09-2025 14:00:00",21.643900,85.599355,SO2,4,7,5
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","12-09-2025 14:00:00",21.847279,85.416905,PM2.5,19,54,31
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","12-09-2025 14:00:00",21.51161,86.89088,PM2.5,15,63,31
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","12-09-2025 14:00:00",21.51161,86.89088,NH3,2,4,3
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","12-09-2025 14:00:00",22.1166054,85.3945546,PM10,16,79,47
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","12-09-2025 14:00:00",22.1166054,85.3945546,CO,10,52,23
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-09-2025 14:00:00",25.339605,74.618883,CO,1,13,2
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","12-09-2025 14:00:00",28.207266,76.829265,PM10,47,107,70
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","12-09-2025 14:00:00",28.018792,73.292658,PM2.5,3,62,25
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","12-09-2025 14:00:00",28.018792,73.292658,OZONE,2,38,18
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","12-09-2025 14:00:00",25.435774,75.644272,SO2,3,11,6
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","12-09-2025 14:00:00",25.435774,75.644272,OZONE,5,59,41
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","12-09-2025 14:00:00",24.892047,74.623527,PM2.5,3,81,54
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","12-09-2025 14:00:00",24.892047,74.623527,NO2,6,24,14
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","12-09-2025 14:00:00",23.555190,74.440010,NO2,6,21,11
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","12-09-2025 14:00:00",25.106006,76.469948,NO2,5,22,9
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","12-09-2025 14:00:00",25.106006,76.469948,OZONE,20,58,37
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","12-09-2025 14:00:00",25.747299,71.393989,PM2.5,5,37,16
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","12-09-2025 14:00:00",27.215415,77.50873,SO2,3,5,4
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-09-2025 14:00:00",25.339605,74.618883,PM2.5,20,52,39
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-09-2025 14:00:00",25.339605,74.618883,NO2,5,18,11
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-09-2025 14:00:00",25.339605,74.618883,NH3,1,2,1
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","12-09-2025 14:00:00",24.588397,76.172782,NO2,25,44,36
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","12-09-2025 14:00:00",28.108988,75.386577,SO2,2,2,2
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","12-09-2025 14:00:00",28.108988,75.386577,CO,10,16,14
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","12-09-2025 14:00:00",26.268249,73.0193853,PM2.5,18,99,57
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","12-09-2025 14:00:00",26.268249,73.0193853,OZONE,9,21,14
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","12-09-2025 14:00:00",26.295810,73.082283,NO2,5,29,14
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","12-09-2025 14:00:00",26.295810,73.082283,SO2,5,9,6
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","12-09-2025 14:00:00",25.14389,75.821256,OZONE,19,34,23
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","12-09-2025 14:00:00",27.213494,73.734444,PM10,26,106,77
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-09-2025 14:00:00",25.771061," 73.340227",PM10,47,112,77
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-09-2025 14:00:00",25.771061," 73.340227",NO2,22,88,52
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-09-2025 14:00:00",25.771061," 73.340227",NH3,3,29,13
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","12-09-2025 14:00:00",24.041198,74.780702,NO2,3,19,9
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-09-2025 14:00:00",26.786682,75.827928,PM10,52,165,96
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-09-2025 14:00:00",26.786682,75.827928,NO2,12,55,25
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-09-2025 14:00:00",26.786682,75.827928,CO,8,48,13
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","12-09-2025 14:00:00",26.9502929,75.730943,NH3,1,20,7
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","12-09-2025 14:00:00",26.9502929,75.730943,SO2,1,69,20
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","12-09-2025 14:00:00",26.912329,70.909168,PM2.5,2,17,7
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","12-09-2025 14:00:00",26.912329,70.909168,SO2,2,5,3
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-09-2025 14:00:00",23.837789,73.714926,PM10,37,62,47
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-09-2025 14:00:00",23.837789,73.714926,SO2,1,4,2
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-09-2025 14:00:00",23.837789,73.714926,OZONE,14,56,31
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-09-2025 14:00:00",26.843698,75.766894,PM10,50,121,80
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-09-2025 14:00:00",26.843698,75.766894,CO,10,29,15
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","12-09-2025 14:00:00",26.9164092,75.7994901,NH3,4,15,9
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","12-09-2025 14:00:00",25.036360,73.883502,PM10,29,67,42
