country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","12-09-2025 14:00:00",23.041137,72.456691,NO2,19,24,21
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","12-09-2025 14:00:00",23.023389,72.515201,PM10,41,91,64
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","12-09-2025 14:00:00",23.076793,72.627874,NH3,1,2,1
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","12-09-2025 14:00:00",23.076793,72.627874,CO,30,91,45
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","12-09-2025 14:00:00",21.613267,73.010555,PM2.5,36,76,49
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","12-09-2025 14:00:00",28.6514781,77.1473105,NH3,6,9,7
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","12-09-2025 14:00:00",28.6514781,77.1473105,CO,27,56,43
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","12-09-2025 14:00:00",28.710508,77.249485,PM10,63,124,90
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","12-09-2025 14:00:00",28.531346,77.190156,NH3,4,5,4
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","12-09-2025 14:00:00",28.531346,77.190156,OZONE,5,37,19
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","12-09-2025 14:00:00",28.672342,77.315260,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","12-09-2025 14:00:00",28.674045,77.131023,NO2,6,30,14
India,Delhi,Delhi,"Pusa, Delhi - DPCC","12-09-2025 14:00:00",28.639652,77.146275,SO2,7,9,8
India,Delhi,Delhi,"Pusa, Delhi - IMD","12-09-2025 14:00:00",28.636110,77.173332,PM2.5,1,76,25
India,Delhi,Delhi,"Pusa, Delhi - IMD","12-09-2025 14:00:00",28.636110,77.173332,CO,37,120,38
India,Delhi,Delhi,"Pusa, Delhi - IMD","12-09-2025 14:00:00",28.636110,77.173332,OZONE,22,49,26
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","12-09-2025 14:00:00",13.029152,77.585901,PM2.5,10,34,19
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","12-09-2025 14:00:00",13.029152,77.585901,OZONE,7,26,7
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","12-09-2025 14:00:00",12.7816279,77.6299145,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","12-09-2025 14:00:00",12.7816279,77.6299145,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","12-09-2025 14:00:00",12.7816279,77.6299145,OZONE,NA,NA,NA
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-09-2025 14:00:00",28.530785,77.271255,OZONE,5,63,28
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-09-2025 14:00:00",28.623763,77.287209,PM10,79,131,109
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-09-2025 14:00:00",28.623763,77.287209,NO2,18,69,37
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-09-2025 14:00:00",28.623763,77.287209,SO2,2,13,8
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","12-09-2025 14:00:00",23.107969,72.574648,PM2.5,17,43,31
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","12-09-2025 14:00:00",23.020509,72.579261,PM10,52,133,70
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","12-09-2025 14:00:00",10.532400,76.215900,PM2.5,48,57,52
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","12-09-2025 14:00:00",10.532400,76.215900,NO2,6,7,7
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","12-09-2025 14:00:00",23.264759,77.381568,NH3,3,5,4
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","12-09-2025 14:00:00",23.264759,77.381568,SO2,8,11,9
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","12-09-2025 14:00:00",23.210494,77.425409,SO2,10,16,14
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","12-09-2025 14:00:00",23.233584,77.400574,PM10,57,122,84
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","12-09-2025 14:00:00",23.233584,77.400574,NO2,16,39,24
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","12-09-2025 14:00:00",23.233584,77.400574,CO,16,101,27
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-09-2025 14:00:00",22.9682591,76.064118,PM10,56,96,78
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-09-2025 14:00:00",22.9682591,76.064118,NH3,3,5,4
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-09-2025 14:00:00",22.9682591,76.064118,OZONE,26,31,29
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","12-09-2025 14:00:00",26.203442,78.193251,OZONE,23,57,27
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","12-09-2025 14:00:00",26.259242,78.216432,PM10,6,142,64
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","12-09-2025 14:00:00",26.259242,78.216432,SO2,7,10,8
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","12-09-2025 14:00:00",26.259242,78.216432,OZONE,54,81,63
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","12-09-2025 14:00:00",26.200388,78.147714,CO,6,80,18
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","12-09-2025 14:00:00",26.200388,78.147714,OZONE,14,51,20
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","12-09-2025 14:00:00",22.7289,75.8076,PM2.5,24,38,31
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","12-09-2025 14:00:00",22.4310,75.5213,PM2.5,44,66,52
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","12-09-2025 14:00:00",15.459706,75.008381,OZONE,14,27,17
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","12-09-2025 14:00:00",13.008556,76.125258,OZONE,13,32,19
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","12-09-2025 14:00:00",14.791800,75.389600,NO2,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","12-09-2025 14:00:00",15.3714823,75.1160168,PM2.5,35,42,37
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","12-09-2025 14:00:00",15.3714823,75.1160168,PM10,45,53,48
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","12-09-2025 14:00:00",15.3714823,75.1160168,NH3,1,2,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","12-09-2025 14:00:00",17.321993,76.822628,PM10,25,69,54
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","12-09-2025 14:00:00",17.321993,76.822628,SO2,45,55,50
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","12-09-2025 14:00:00",11.55358,76.55521,NH3,1,3,2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","12-09-2025 14:00:00",13.428828,77.731418,NO2,5,20,11
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","12-09-2025 14:00:00",13.428828,77.731418,OZONE,18,21,19
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","12-09-2025 14:00:00",13.328028,75.797056,PM2.5,11,44,28
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","12-09-2025 14:00:00",14.475800,75.905200,PM2.5,21,57,36
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","12-09-2025 14:00:00",15.459706,75.008381,NO2,12,12,12
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","12-09-2025 14:00:00",22.7524,75.8872,PM10,29,62,43
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","12-09-2025 14:00:00",22.7524,75.8872,NO2,1,2,2
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","12-09-2025 14:00:00",22.7524,75.8872,NH3,1,30,1
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","12-09-2025 14:00:00",22.7084,75.8815,PM10,43,63,53
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","12-09-2025 14:00:00",23.163174,79.973061,PM2.5,13,45,27
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","12-09-2025 14:00:00",23.163174,79.973061,PM10,18,62,40
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","12-09-2025 14:00:00",23.163174,79.973061,NH3,1,2,2
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","12-09-2025 14:00:00",23.163174,79.973061,CO,22,32,28
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","12-09-2025 14:00:00",12.733409,77.298051,PM10,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","12-09-2025 14:00:00",12.733409,77.298051,NO2,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","12-09-2025 14:00:00",12.733409,77.298051,CO,20,30,24
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","12-09-2025 14:00:00",13.940000,75.555917,CO,16,32,27
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","12-09-2025 14:00:00",16.802639,75.722694,NO2,9,10,9
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","12-09-2025 14:00:00",16.802639,75.722694,NH3,1,2,1
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","12-09-2025 14:00:00",16.7602,77.1428,NH3,2,3,2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","12-09-2025 14:00:00",17.336318,76.847397,PM10,16,50,22
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","12-09-2025 14:00:00",15.347630,76.181767,NO2,NA,NA,NA
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","12-09-2025 14:00:00",12.415911,75.735050,SO2,7,8,8
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","12-09-2025 14:00:00",12.21041,76.37376,PM10,40,78,59
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","12-09-2025 14:00:00",12.21041,76.37376,SO2,1,26,14
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","12-09-2025 14:00:00",12.21041,76.37376,CO,7,64,23
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","12-09-2025 14:00:00",12.990328,77.5431385,NO2,17,20,19
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","12-09-2025 14:00:00",13.0246342,77.5080115,CO,28,54,51
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","12-09-2025 14:00:00",12.917348,77.622813,PM2.5,24,54,40
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","12-09-2025 14:00:00",12.917348,77.622813,NH3,2,2,2
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","12-09-2025 14:00:00",12.917348,77.622813,CO,27,60,35
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","12-09-2025 14:00:00",17.930306,77.482194,NO2,NA,NA,NA
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-09-2025 14:00:00",11.875000,75.373200,OZONE,28,33,30
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","12-09-2025 14:00:00",8.8787,76.6073,NO2,8,10,9
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","12-09-2025 14:00:00",8.8787,76.6073,SO2,2,3,2
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","12-09-2025 14:00:00",8.563700,76.886500,CO,29,55,42
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","12-09-2025 14:00:00",19.8389439,75.244448,NO2,15,25,19
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","12-09-2025 14:00:00",19.8389439,75.244448,SO2,14,16,15
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","12-09-2025 14:00:00",19.8389439,75.244448,OZONE,23,58,37
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","12-09-2025 14:00:00",19.863756,75.321188,OZONE,12,37,24
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-09-2025 14:00:00",19.16485,73.23409,PM2.5,22,67,49
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-09-2025 14:00:00",19.16485,73.23409,PM10,29,100,68
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-09-2025 14:00:00",19.16485,73.23409,NO2,31,57,41
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-09-2025 14:00:00",19.16485,73.23409,SO2,6,23,12
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-09-2025 14:00:00",19.16485,73.23409,OZONE,13,42,20
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","12-09-2025 14:00:00",19.0243902,73.0406721,CO,6,22,11
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","12-09-2025 14:00:00",19.309073,73.057223,PM10,34,97,60
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","12-09-2025 14:00:00",19.309073,73.057223,NH3,5,8,6
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","12-09-2025 14:00:00",19.309073,73.057223,SO2,5,20,11
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","12-09-2025 14:00:00",19.10122,74.73339,PM10,24,80,47
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","12-09-2025 14:00:00",19.10122,74.73339,CO,2,66,10
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","12-09-2025 14:00:00",20.719516,77.000253,PM2.5,38,52,43
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","12-09-2025 14:00:00",20.719516,77.000253,NH3,4,14,7
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","12-09-2025 14:00:00",20.9402359,77.7895248,OZONE,7,33,18
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","12-09-2025 14:00:00",20.939198,77.765701,NO2,1,43,12
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","12-09-2025 14:00:00",20.939198,77.765701,SO2,3,8,6
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","12-09-2025 14:00:00",19.875620,75.387310,PM2.5,NA,NA,NA
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","12-09-2025 14:00:00",19.875620,75.387310,PM10,NA,NA,NA
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","12-09-2025 14:00:00",19.875620,75.387310,NH3,1,3,2
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","12-09-2025 14:00:00",19.875620,75.387310,CO,14,77,39
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","12-09-2025 14:00:00",19.786089,72.757971,CO,18,95,47
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","12-09-2025 14:00:00",19.962900,79.298714,PM10,11,67,32
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","12-09-2025 14:00:00",19.962900,79.298714,CO,21,38,24
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","12-09-2025 14:00:00",19.9775302,79.2337086,PM10,31,109,58
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","12-09-2025 14:00:00",19.9775302,79.2337086,NH3,1,2,1
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","12-09-2025 14:00:00",20.918946,74.776388,PM2.5,23,63,40
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","12-09-2025 14:00:00",20.918946,74.776388,NO2,2,9,5
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","12-09-2025 14:00:00",20.918946,74.776388,SO2,1,6,3
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","12-09-2025 14:00:00",21.001264,75.565602,PM10,34,61,53
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","12-09-2025 14:00:00",21.001264,75.565602,SO2,5,12,10
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","12-09-2025 14:00:00",19.11074,72.86084,CO,9,47,31
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","12-09-2025 14:00:00",19.0364585,72.8954371,NH3,4,7,5
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","12-09-2025 14:00:00",19.10078,72.87462,PM2.5,34,44,39
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","12-09-2025 14:00:00",19.10078,72.87462,PM10,63,77,69
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","12-09-2025 14:00:00",19.10078,72.87462,OZONE,7,7,7
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-09-2025 14:00:00",19.04946,72.9230,PM2.5,6,53,23
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-09-2025 14:00:00",19.04946,72.9230,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","12-09-2025 14:00:00",19.083694,72.920967,NO2,12,24,17
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","12-09-2025 14:00:00",19.854616,75.905894,NO2,37,50,44
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","12-09-2025 14:00:00",19.854616,75.905894,NH3,3,5,4
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","12-09-2025 14:00:00",19.854616,75.905894,CO,8,19,9
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","12-09-2025 14:00:00",19.25292,73.142019,OZONE,16,16,16
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","12-09-2025 14:00:00",16.6870449,74.2505872,PM2.5,5,23,11
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","12-09-2025 14:00:00",16.6870449,74.2505872,PM10,18,41,31
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","12-09-2025 14:00:00",16.6870449,74.2505872,OZONE,10,31,17
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","12-09-2025 14:00:00",18.39963,76.57452,NH3,2,5,3
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","12-09-2025 14:00:00",19.065931,72.862131,SO2,2,4,3
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.2243333,72.8658113,PM2.5,14,29,21
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.2243333,72.8658113,NO2,1,6,3
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.2243333,72.8658113,NH3,1,1,1
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-09-2025 14:00:00",18.9767,72.8380,PM2.5,28,44,36
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-09-2025 14:00:00",18.9767,72.8380,SO2,1,10,8
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-09-2025 14:00:00",18.9767,72.8380,CO,3,14,8
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","12-09-2025 14:00:00",20.555712,74.529236,NH3,4,6,4
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","12-09-2025 14:00:00",20.555712,74.529236,OZONE,28,34,30
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-09-2025 14:00:00",19.296481,72.840923,PM2.5,12,23,17
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-09-2025 14:00:00",19.296481,72.840923,CO,28,50,36
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","12-09-2025 14:00:00",19.053536,72.84643,NH3,NA,NA,NA
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-09-2025 14:00:00",22.624758,75.675238,NO2,5,13,9
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","12-09-2025 14:00:00",23.838586,78.759431,CO,30,42,34
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","12-09-2025 14:00:00",24.58434363,80.8549414,PM10,54,56,56
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","12-09-2025 14:00:00",24.58434363,80.8549414,NO2,31,37,33
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","12-09-2025 14:00:00",23.218135,79.957770,OZONE,18,52,34
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","12-09-2025 14:00:00",23.50016,80.23284,PM10,34,82,58
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","12-09-2025 14:00:00",23.108440,77.511428,PM10,51,127,77
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","12-09-2025 14:00:00",23.108440,77.511428,NO2,20,43,31
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-09-2025 14:00:00",21.143383,79.048912,NO2,16,16,16
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-09-2025 14:00:00",21.143383,79.048912,SO2,1,9,2
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","12-09-2025 14:00:00",19.173852,77.296291,SO2,7,7,7
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","12-09-2025 14:00:00",19.173852,77.296291,OZONE,6,52,15
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","12-09-2025 14:00:00",20.0073285,73.7762427,PM2.5,31,63,47
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","12-09-2025 14:00:00",20.0073285,73.7762427,NO2,5,5,5
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","12-09-2025 14:00:00",20.0073285,73.7762427,OZONE,21,23,23
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","12-09-2025 14:00:00",20.021503,73.813844,PM2.5,23,46,32
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","12-09-2025 14:00:00",20.021503,73.813844,SO2,1,10,3
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","12-09-2025 14:00:00",19.950220,73.731480,SO2,8,11,9
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","12-09-2025 14:00:00",19.9591346,73.7788008,NH3,2,5,3
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.1135051,73.008978,PM10,50,101,69
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.1135051,73.008978,CO,9,16,10
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.008751,73.016620,PM10,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.008751,73.016620,NH3,3,3,3
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0575752,73.0151367,NO2,1,21,11
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.02579,73.10297,CO,9,20,11
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0630,73.1209,NO2,8,33,19
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0630,73.1209,NH3,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-09-2025 14:00:00",19.0630,73.1209,SO2,14,16,15
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","12-09-2025 14:00:00",18.63673,73.82487,PM2.5,6,21,13
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","12-09-2025 14:00:00",18.63673,73.82487,SO2,1,3,3
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","12-09-2025 14:00:00",19.383200,72.820400,NO2,16,25,18
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","12-09-2025 14:00:00",18.9936162,72.8128113,PM10,62,78,71
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","12-09-2025 14:00:00",18.9936162,72.8128113,NH3,1,2,1
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","12-09-2025 14:00:00",18.9936162,72.8128113,OZONE,20,20,20
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","12-09-2025 14:00:00",21.121801,79.04952,SO2,12,14,13
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","12-09-2025 14:00:00",21.152875,79.0517531,SO2,2,9,5
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","12-09-2025 14:00:00",18.573040,73.927715,NO2,37,57,46
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","12-09-2025 14:00:00",18.573040,73.927715,CO,2,60,22
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","12-09-2025 14:00:00",18.536457,73.805454,OZONE,6,86,21
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","12-09-2025 14:00:00"," 16.5038",74.3623,PM10,52,102,79
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","12-09-2025 14:00:00"," 16.5038",74.3623,NH3,1,2,2
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","12-09-2025 14:00:00"," 16.5038",74.3623,CO,14,20,17
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.205800,72.868200,PM10,41,74,58
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","12-09-2025 14:00:00",19.205800,72.868200,NO2,6,12,8
